Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_nan,MasVnrArea_nan,GarageYrBlt_nan
906,20,3,80.0,9920,1,2,0,1,1,0,0,10,4,4,4,5,5,5,1954,1954,1,2,8,9,4,110.0,1,3,2,2,3,1,1,354,2,290,412,1056,5,2,1,5,1063,0,0,1063,1,0,1,0,3,1,1,6,6,0,1,5,1954.0,2,1,280,3,5,2,0,0,164,0,0,0,0,2,3,0,2,2010,4,4,128000,0,0,0
907,20,3,116.0,13501,1,2,1,1,1,2,0,19,4,4,4,5,8,5,2006,2006,1,2,11,12,4,208.0,2,3,5,3,3,1,6,63,5,0,1560,1623,5,4,1,5,1636,0,0,1636,1,0,2,0,3,1,2,8,6,1,4,5,2006.0,2,3,865,3,5,2,0,60,0,0,0,0,0,4,3,0,6,2007,4,4,255000,0,0,0
908,50,3,86.0,11500,1,2,1,1,1,0,0,17,4,4,4,2,7,7,1936,1987,1,2,10,11,1,0.0,2,3,2,3,3,1,1,223,5,0,794,1017,5,3,1,5,1020,1037,0,2057,0,0,1,1,3,1,2,6,6,1,4,5,1936.0,3,1,180,2,5,2,0,0,0,0,322,0,0,4,3,0,6,2006,4,4,250000,0,0,0
909,20,3,69.0,8885,1,2,1,2,1,0,1,11,4,4,4,5,5,5,1983,1983,1,2,8,9,1,0.0,1,3,2,3,3,3,2,301,6,324,239,864,5,2,1,5,902,0,0,902,1,0,1,0,2,1,1,5,6,0,1,5,1983.0,1,2,484,3,5,2,164,0,0,0,0,0,0,2,3,0,6,2006,4,4,131000,1,0,0
910,60,3,149.0,12589,1,2,3,1,1,0,0,14,4,4,4,6,6,5,2005,2005,1,2,11,12,1,0.0,2,3,5,3,3,1,5,0,5,0,742,742,5,4,1,5,742,742,0,1484,0,0,2,1,3,1,2,8,6,1,4,5,2005.0,3,2,390,3,5,2,36,24,0,0,0,0,0,4,3,0,6,2009,4,4,174000,0,0,0
911,90,3,80.0,11600,1,2,0,1,1,2,0,10,2,4,1,6,5,5,1960,1960,1,2,4,5,2,361.0,1,3,2,2,3,1,1,443,5,0,662,1105,5,2,1,3,1105,1169,0,2274,0,0,2,0,5,2,1,12,6,0,1,2,1960.0,1,2,480,3,5,2,0,0,0,0,0,0,0,4,3,0,1,2010,4,4,154300,0,0,0
912,20,3,69.0,9286,1,2,1,1,1,4,1,16,4,4,4,5,5,7,1977,1989,1,2,8,10,1,0.0,1,3,2,3,4,3,4,196,5,0,1072,1268,5,2,1,5,1268,0,0,1268,0,0,1,1,3,1,2,5,6,0,1,2,1978.0,1,1,252,3,5,2,173,0,0,0,0,0,0,4,3,0,10,2009,4,4,143500,1,0,0
913,30,1,51.0,6120,1,2,0,1,1,0,0,3,4,4,4,5,5,7,1925,1950,1,2,4,5,1,0.0,1,3,1,2,3,1,1,489,5,0,279,768,5,2,0,5,1015,0,0,1015,0,0,1,0,3,1,1,6,3,0,1,2,1925.0,1,1,450,3,5,2,0,0,112,0,120,0,0,2,1,620,7,2006,4,1,88000,0,0,0
914,90,2,82.0,6270,1,2,0,3,1,0,0,17,4,4,1,6,5,6,1949,1950,1,2,4,5,1,0.0,1,3,2,2,3,1,2,284,5,0,717,1001,5,2,0,3,1001,1001,0,2002,0,0,2,0,4,2,1,8,6,0,1,3,1949.0,1,3,871,3,5,2,0,0,0,0,0,0,0,4,3,0,8,2007,4,4,145000,0,0,0
915,160,4,30.0,3000,1,1,0,1,1,0,0,19,4,4,3,6,6,5,2009,2009,1,2,11,12,4,76.0,2,3,5,3,3,3,6,294,5,0,318,612,5,4,1,5,612,612,0,1224,0,0,2,1,2,1,2,4,6,0,1,2,2009.0,2,2,528,3,5,2,0,234,0,0,0,0,0,4,3,0,6,2009,8,5,173733,0,0,0
916,160,1,21.0,2001,1,2,0,1,1,0,0,0,4,4,2,6,4,5,1970,1970,1,2,12,13,2,80.0,1,3,2,2,3,1,5,0,5,0,546,546,5,1,1,5,546,546,0,1092,0,0,1,1,3,1,1,6,6,0,1,5,1970.0,1,1,286,3,5,2,0,0,0,0,0,0,0,4,3,0,1,2007,4,4,75000,0,0,0
917,20,0,50.0,9000,1,2,0,1,1,0,0,1,4,4,4,5,2,3,1949,1950,1,2,3,1,1,0.0,1,3,2,2,3,3,2,50,5,0,430,480,5,2,0,3,480,0,0,480,1,0,0,0,1,1,1,4,6,0,1,2,1958.0,1,1,308,3,5,2,0,0,0,0,0,0,0,4,3,0,10,2006,4,1,35311,0,0,0
918,20,3,69.0,17140,1,2,0,1,1,0,0,4,4,4,4,5,4,6,1956,1956,1,2,11,12,1,0.0,1,3,2,2,3,1,4,1059,5,0,75,1134,5,4,1,3,1229,0,0,1229,0,0,1,0,3,1,1,6,6,0,1,5,1956.0,2,1,284,3,5,2,0,0,0,0,0,0,0,4,3,0,4,2009,4,4,135000,1,0,0
919,60,3,103.0,13125,1,2,1,1,1,2,0,12,4,4,4,6,7,5,1991,1991,1,2,8,9,1,0.0,2,3,5,4,3,2,2,48,4,634,422,1104,5,4,1,5,912,1215,0,2127,1,0,2,1,4,1,2,8,6,1,3,5,1991.0,2,3,833,3,5,2,72,192,224,0,0,0,0,3,3,0,11,2007,4,4,238000,0,0,0
920,20,3,87.0,11029,1,2,1,1,1,2,0,10,4,4,4,5,6,8,1958,2002,4,2,4,5,1,0.0,3,3,2,3,3,1,4,528,1,411,245,1184,5,4,1,5,1414,0,0,1414,1,0,1,0,3,1,1,6,3,1,3,5,1990.0,1,2,601,3,5,2,0,51,0,0,190,0,0,4,3,0,5,2008,4,4,176500,0,0,0
921,60,3,70.0,8462,1,2,1,1,1,0,0,12,4,4,4,6,6,5,1994,1994,1,2,8,9,2,105.0,2,2,5,3,4,1,6,814,5,0,114,928,5,4,1,5,936,785,0,1721,0,1,2,1,3,1,2,7,6,0,1,5,1994.0,2,2,471,3,5,2,300,87,0,0,0,0,0,4,3,0,7,2007,4,4,201000,0,0,0
922,90,3,67.0,8777,1,2,0,1,1,0,0,4,2,4,1,2,5,7,1900,2003,1,2,4,5,1,0.0,1,3,2,2,3,1,4,1084,5,0,188,1272,5,3,1,5,1272,928,0,2200,2,0,2,2,4,2,1,9,6,0,1,0,1980.0,0,0,0,1,0,0,0,70,0,0,0,0,0,3,3,0,9,2008,4,4,145900,0,0,1
923,20,3,65.0,10237,1,2,0,1,1,0,0,14,3,4,4,5,6,5,2005,2006,1,2,11,12,1,0.0,2,3,5,3,3,1,6,28,5,0,1288,1316,5,4,1,5,1316,0,0,1316,0,0,2,0,3,1,2,6,6,1,4,5,2005.0,3,2,397,3,5,2,100,0,0,23,0,0,0,4,3,0,10,2006,8,5,169990,0,0,0
924,120,3,50.0,8012,1,2,0,1,1,0,0,12,4,4,3,5,6,5,1993,1994,1,2,9,10,1,0.0,2,3,5,3,3,1,3,165,4,841,598,1604,5,4,1,5,1617,0,0,1617,1,0,2,0,2,1,2,5,6,1,2,5,1993.0,2,2,533,3,5,2,0,69,0,0,0,0,0,4,3,0,7,2008,4,4,193000,0,0,0
925,20,3,79.0,10240,1,2,0,1,1,0,0,13,4,4,4,5,6,6,1980,1980,1,2,9,10,2,157.0,1,2,2,3,3,1,2,625,2,1061,0,1686,5,2,1,5,1686,0,0,1686,1,0,2,0,3,1,1,7,6,1,3,5,1980.0,1,2,612,3,5,2,384,131,0,0,0,0,0,4,3,0,5,2006,4,4,207500,0,0,0
926,20,3,69.0,15611,1,2,1,1,1,2,0,13,4,4,4,5,5,6,1977,1977,1,2,11,12,1,0.0,1,3,5,3,3,3,4,767,2,93,266,1126,5,2,1,5,1126,0,0,1126,0,1,2,0,3,1,3,6,6,0,1,5,1977.0,2,2,540,3,5,2,180,0,0,0,0,0,0,4,3,0,3,2008,4,1,175000,1,0,0
927,60,3,93.0,11999,1,2,0,1,1,0,0,23,4,4,4,6,8,5,2003,2004,4,2,11,12,2,340.0,2,3,5,3,3,1,5,0,5,0,1181,1181,5,4,1,5,1234,1140,0,2374,0,0,2,1,4,1,3,10,6,1,4,6,2003.0,3,3,656,3,5,2,104,100,0,0,0,0,0,4,3,0,5,2007,4,4,285000,0,0,0
928,60,3,69.0,9900,1,2,0,1,1,0,0,13,2,4,4,6,7,5,1968,1968,1,2,4,5,2,342.0,1,3,2,2,3,1,2,552,5,0,280,832,5,3,1,5,1098,880,0,1978,0,0,2,1,4,1,1,9,6,1,4,5,1968.0,2,2,486,3,5,2,0,43,0,0,0,0,0,3,3,0,4,2008,4,4,176000,1,0,0
929,20,3,69.0,11838,1,2,0,1,1,0,0,16,4,4,4,5,8,5,2001,2001,4,2,11,12,1,0.0,2,3,5,3,3,3,5,0,5,0,1753,1753,5,4,1,5,1788,0,0,1788,0,0,2,0,3,1,3,7,6,1,3,5,2001.0,2,2,522,3,5,2,202,151,0,0,0,0,0,4,3,0,6,2009,4,4,236500,1,0,0
930,60,3,69.0,13006,1,2,1,1,1,2,0,14,4,4,4,6,7,5,1997,1997,1,2,8,9,2,285.0,1,3,5,3,3,1,5,0,5,0,964,964,5,3,1,5,993,1243,0,2236,0,0,2,1,4,1,2,8,6,1,3,6,1997.0,3,2,642,3,5,2,0,0,0,0,0,0,0,4,3,0,11,2006,4,4,222000,1,0,0
931,20,3,73.0,8925,1,2,1,3,1,0,0,21,4,4,4,5,8,5,2007,2007,1,2,11,12,1,0.0,2,3,5,3,3,3,6,16,5,0,1450,1466,5,4,1,5,1466,0,0,1466,0,0,2,0,3,1,2,7,6,0,1,5,2007.0,3,3,610,3,5,2,100,18,0,0,0,0,0,4,3,0,7,2009,4,4,201000,0,0,0
932,20,3,70.0,9100,1,2,0,1,1,0,0,10,4,4,4,5,5,6,1965,1965,1,2,11,12,1,0.0,1,3,2,2,3,1,2,338,3,466,121,925,5,4,1,5,925,0,0,925,0,1,1,0,2,1,1,5,6,0,1,2,1965.0,1,1,429,3,5,2,0,0,0,0,0,0,0,1,3,0,7,2009,4,4,117500,0,0,0
933,20,3,84.0,11670,1,2,1,1,1,2,0,19,6,4,4,5,9,5,2006,2006,4,2,11,14,4,302.0,3,3,5,4,4,1,5,0,5,0,1905,1905,5,4,1,5,1905,0,0,1905,0,0,2,0,3,1,3,8,6,1,4,5,2006.0,3,3,788,3,5,2,0,191,0,0,0,0,0,4,3,0,3,2007,4,4,320000,0,0,0
934,20,3,63.0,8487,1,2,0,1,1,1,0,16,4,4,4,5,7,5,2004,2004,1,2,11,12,2,210.0,2,3,5,3,3,3,6,20,5,0,1480,1500,5,4,1,5,1500,0,0,1500,0,0,2,0,3,1,2,6,6,0,1,5,2004.0,2,2,570,3,5,2,192,36,0,0,0,0,0,4,3,0,8,2009,4,4,190000,0,0,0
935,20,3,313.0,27650,1,2,3,3,1,0,1,10,8,4,4,5,7,7,1960,2007,3,4,5,4,1,0.0,1,3,2,3,3,4,6,425,5,0,160,585,5,4,1,5,2069,0,0,2069,1,0,2,0,4,1,2,9,6,1,4,5,1960.0,2,2,505,3,5,2,0,0,0,0,0,0,0,4,3,0,11,2008,4,4,242000,0,0,0
936,30,3,52.0,5825,1,2,1,1,1,0,0,3,4,4,4,5,4,5,1926,1953,1,2,4,5,2,108.0,1,2,5,1,3,2,5,0,5,0,600,600,5,3,1,5,747,0,0,747,0,0,1,0,1,1,1,5,6,0,1,2,1953.0,1,2,528,3,5,2,0,0,32,0,0,0,0,4,3,0,6,2006,4,4,79900,0,0,0
937,20,3,67.0,10083,1,2,0,1,1,0,0,12,4,4,4,5,7,5,2003,2003,1,2,11,12,3,0.0,2,3,5,3,3,1,6,833,5,0,343,1176,5,4,1,5,1200,0,0,1200,1,0,2,0,2,1,2,5,6,0,1,5,2003.0,2,2,555,3,5,2,0,41,0,0,0,0,0,4,3,0,8,2009,4,4,184900,0,1,0
938,60,3,75.0,9675,1,2,0,1,1,0,0,19,4,4,4,6,7,5,2005,2005,1,2,11,12,1,0.0,2,3,5,3,3,2,6,341,5,0,772,1113,5,4,1,5,1113,858,0,1971,0,0,2,1,3,1,2,8,6,1,4,5,2005.0,2,2,689,3,5,2,0,48,0,0,0,0,0,4,3,0,2,2009,4,4,253000,0,0,0
939,60,3,73.0,8760,1,2,0,1,1,0,0,16,4,4,4,6,7,5,2006,2006,1,2,11,12,1,0.0,2,3,5,3,4,2,6,464,5,0,927,1391,5,4,1,5,1391,571,0,1962,0,0,2,1,3,1,2,7,6,0,1,5,2006.0,2,3,868,3,5,2,0,90,0,0,0,0,0,4,3,0,8,2006,8,5,239799,0,0,0
940,70,3,69.0,24090,1,2,0,1,1,0,0,18,4,4,4,6,7,7,1940,1950,1,2,4,5,1,0.0,1,2,2,2,3,2,5,0,5,0,1032,1032,5,4,1,5,1207,1196,0,2403,0,0,2,0,4,1,1,10,6,2,3,5,1940.0,1,1,349,3,5,2,56,0,318,0,0,0,0,4,3,0,6,2010,3,4,244400,1,0,0
941,90,3,55.0,12640,1,2,1,1,1,0,0,11,4,4,1,5,6,5,1976,1976,1,2,9,10,1,0.0,1,3,2,2,3,4,1,936,2,396,396,1728,5,2,1,5,1728,0,0,1728,0,0,2,0,4,2,1,8,6,0,1,5,1976.0,1,2,574,3,5,2,40,0,0,0,0,0,0,4,3,0,7,2006,4,4,150900,0,0,0
942,60,3,69.0,8755,1,2,1,1,1,1,0,14,6,4,4,6,7,5,1999,1999,1,2,11,12,2,298.0,2,3,5,3,3,1,4,772,5,0,220,992,5,4,1,5,1022,1038,0,2060,1,0,2,1,3,1,2,8,6,1,3,6,1999.0,2,2,390,3,5,2,0,0,0,168,0,0,0,3,3,0,6,2009,4,4,214000,1,0,0
943,90,3,42.0,7711,1,2,1,1,1,0,0,4,4,4,1,5,4,3,1977,1977,1,2,4,5,1,0.0,1,3,5,3,3,4,6,1440,5,0,0,1440,5,2,1,5,1440,0,0,1440,2,0,2,0,4,2,1,8,6,0,1,0,1980.0,0,0,0,1,0,0,321,0,0,0,0,0,0,4,3,0,8,2007,0,1,150000,0,0,1
944,90,3,100.0,25000,1,2,0,2,1,0,0,11,4,4,1,5,5,4,1967,1967,1,2,8,10,1,0.0,1,3,2,2,3,3,5,0,5,0,1632,1632,5,2,1,5,1632,0,0,1632,0,0,2,0,4,2,1,8,6,0,1,5,1967.0,1,2,576,3,5,1,0,0,0,0,0,0,0,4,3,0,6,2007,4,4,143000,0,0,0
945,20,3,69.0,14375,1,2,1,1,0,4,0,21,4,4,4,4,6,6,1958,1958,1,2,8,9,2,541.0,1,3,2,2,3,1,6,111,3,354,354,819,5,3,1,3,1344,0,0,1344,0,1,1,0,3,1,2,7,6,1,4,4,1958.0,2,2,525,3,5,2,0,118,0,0,233,0,0,4,3,0,1,2009,3,1,137500,1,0,0
946,50,1,98.0,8820,1,2,0,1,1,2,0,5,4,4,4,2,5,6,1890,1996,4,2,11,12,1,0.0,1,3,1,2,3,1,3,1088,5,0,0,1088,5,2,1,5,1188,561,120,1869,0,0,1,0,2,1,1,7,6,0,1,2,1963.0,1,2,456,3,5,2,48,0,244,0,0,0,0,0,3,0,9,2009,4,4,124900,0,0,0
947,80,3,70.0,8163,1,2,0,1,1,0,0,10,4,4,4,4,5,6,1959,1959,1,2,8,9,2,128.0,1,2,2,2,3,3,4,748,1,294,102,1144,5,2,1,5,1144,0,0,1144,1,0,1,0,3,1,1,6,6,1,3,5,1959.0,2,1,796,3,5,2,86,0,0,0,0,0,0,4,3,0,3,2006,4,4,143000,0,0,0
948,20,3,85.0,14536,1,2,0,1,1,0,0,21,4,4,4,5,8,5,2002,2003,4,2,11,12,2,236.0,2,3,5,3,3,3,6,1300,5,0,316,1616,5,4,1,5,1629,0,0,1629,1,0,2,0,3,1,2,9,6,1,4,5,2002.0,3,3,808,3,5,2,0,252,0,0,0,0,0,4,3,0,11,2007,4,4,270000,0,0,0
949,60,3,65.0,14006,1,2,1,1,1,0,0,16,4,4,4,6,7,5,2002,2002,1,2,11,12,2,144.0,2,3,5,3,3,0,5,0,5,0,936,936,5,4,1,5,936,840,0,1776,0,0,2,1,3,1,2,7,6,1,3,5,2002.0,2,2,474,3,5,2,144,96,0,0,0,0,0,4,3,0,2,2006,4,4,192500,0,0,0
950,20,3,78.0,9360,1,2,0,1,1,0,0,13,4,4,4,5,6,7,1972,2006,4,2,9,10,1,0.0,1,3,2,2,3,1,4,982,5,0,179,1161,5,2,1,5,1381,0,0,1381,1,0,1,1,3,1,2,5,6,1,3,5,1972.0,2,2,676,3,5,2,0,0,0,0,0,0,0,4,3,0,3,2010,4,4,197500,0,0,0
951,20,3,60.0,7200,1,2,0,1,1,0,0,10,4,4,4,5,5,8,1950,2002,1,2,11,12,1,0.0,1,3,2,2,3,1,4,398,1,149,317,864,5,3,1,5,864,0,0,864,1,0,1,0,3,1,2,5,6,0,1,2,1980.0,2,2,720,3,5,2,194,0,0,0,0,0,0,4,3,0,7,2007,4,4,129000,0,0,0
952,20,2,60.0,7800,1,2,0,1,1,2,0,12,4,4,4,5,5,5,1965,1965,1,2,11,12,1,0.0,1,3,2,2,3,1,2,641,5,0,187,828,5,3,1,5,965,0,0,965,1,0,1,0,3,1,1,6,6,0,1,2,1979.0,1,1,300,3,5,2,421,0,0,0,0,0,0,2,3,0,7,2006,4,1,119900,0,0,0
953,85,3,60.0,7200,1,2,0,1,1,0,0,16,4,4,4,1,5,8,1972,2003,1,2,6,9,1,0.0,1,2,2,3,3,3,6,660,5,0,108,768,5,3,1,5,768,0,0,768,0,1,1,0,2,1,1,5,6,0,1,2,1974.0,3,1,396,3,5,2,192,0,0,0,0,0,0,2,3,0,4,2009,4,4,133900,0,0,0
954,60,3,69.0,11075,1,2,1,1,1,0,1,11,4,4,4,6,5,4,1969,1969,1,2,8,9,2,232.0,1,3,2,2,3,3,4,562,2,193,29,784,5,4,1,5,1168,800,0,1968,0,1,2,1,4,1,1,7,2,1,0,5,1969.0,2,2,530,3,5,2,305,189,0,0,0,0,0,2,1,400,9,2008,4,4,172000,1,0,0
955,90,3,35.0,9400,1,2,1,1,1,4,0,4,4,4,1,1,6,5,1975,1975,3,4,6,10,2,250.0,1,3,2,3,4,4,6,945,5,0,0,945,5,2,1,5,980,0,0,980,0,2,2,0,4,0,1,4,6,0,1,0,1980.0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,3,0,10,2006,4,0,127500,0,0,1
956,90,2,82.0,7136,1,2,1,3,1,0,0,17,4,4,1,6,6,6,1946,1950,1,2,4,5,2,423.0,1,3,2,3,3,1,1,484,5,0,495,979,5,2,0,2,979,979,0,1958,0,0,2,0,4,2,1,8,6,0,1,5,1946.0,1,2,492,3,5,2,0,0,0,0,0,0,0,4,3,0,8,2007,4,4,145000,0,0,0
957,160,1,24.0,1300,1,2,0,1,1,0,0,7,4,4,3,6,6,6,1980,1980,1,2,4,5,1,0.0,1,3,2,3,3,1,4,285,5,0,276,561,5,2,1,5,561,668,0,1229,0,0,1,1,2,1,1,5,6,1,3,5,1980.0,3,2,462,3,5,2,150,0,0,0,0,0,0,3,3,0,5,2009,4,4,124000,0,0,0
958,20,3,70.0,7420,1,2,0,1,1,0,0,6,4,4,4,5,5,5,1962,1962,4,2,4,5,1,0.0,1,3,2,2,3,1,1,417,5,0,640,1057,5,2,1,5,1057,0,0,1057,0,0,1,0,3,1,1,6,6,0,1,2,1977.0,3,2,576,3,5,2,0,0,0,0,0,0,0,4,3,0,4,2007,4,4,132000,0,0,0
959,20,3,65.0,8450,1,2,0,1,1,0,0,16,4,4,4,5,7,5,2003,2003,1,2,11,12,1,0.0,2,3,5,3,3,2,6,699,5,0,638,1337,5,4,1,5,1337,0,0,1337,1,0,2,0,3,1,2,6,6,0,1,5,2003.0,2,2,531,3,5,2,0,39,0,0,0,0,0,4,3,0,10,2007,4,4,185000,0,0,0
960,160,4,24.0,2572,1,2,0,1,1,1,0,19,4,4,2,6,7,5,1999,1999,4,2,4,5,1,0.0,2,3,5,3,3,1,4,604,5,0,92,696,5,4,1,5,696,720,0,1416,1,0,2,1,3,1,2,6,6,0,1,2,1999.0,1,2,484,3,5,2,0,44,0,0,0,0,0,4,3,0,5,2010,4,4,155000,0,0,0
961,20,3,50.0,7207,1,2,1,1,1,0,0,3,4,4,4,5,5,7,1958,2008,1,2,5,10,1,0.0,1,2,2,2,3,4,2,696,5,0,162,858,5,3,1,5,858,0,0,858,1,0,1,0,2,1,1,4,6,0,1,0,1980.0,0,0,0,1,0,2,117,0,0,0,0,0,0,4,3,0,2,2010,4,4,116500,0,0,1
962,60,3,69.0,12227,1,2,1,1,1,2,0,13,7,4,4,6,6,7,1977,1995,1,2,8,9,2,424.0,1,2,2,3,4,1,4,896,5,0,434,1330,5,2,1,5,1542,1330,0,2872,1,0,2,1,4,1,1,11,6,1,3,5,1977.0,3,2,619,3,5,2,550,282,0,0,0,0,0,4,3,0,7,2008,4,4,272000,1,0,0
963,160,3,24.0,2308,1,2,0,1,1,2,0,9,4,4,3,6,6,6,1976,1976,1,2,9,2,1,0.0,1,3,2,3,3,1,4,556,5,0,248,804,5,2,1,5,804,744,0,1548,1,0,2,1,3,1,2,7,6,1,3,2,1976.0,1,2,440,3,5,2,48,0,0,0,0,0,0,4,3,0,7,2007,4,4,155000,0,0,0
964,20,3,122.0,11923,1,2,1,1,1,2,0,16,4,4,4,5,9,5,2007,2007,1,2,11,12,1,0.0,2,3,5,4,3,1,5,0,5,0,1800,1800,5,4,1,5,1800,0,0,1800,0,0,2,0,2,1,3,7,6,0,1,5,2007.0,3,2,702,3,5,2,288,136,0,0,0,0,0,4,3,0,5,2009,4,4,239000,0,0,0
965,60,3,80.0,11316,1,2,0,1,1,2,0,21,4,4,4,6,7,5,2002,2003,1,2,11,12,2,44.0,2,3,5,3,3,1,6,624,5,0,193,817,5,4,1,5,824,1070,0,1894,1,0,2,1,4,1,2,8,6,1,4,6,2002.0,3,2,510,3,5,2,0,40,0,0,0,0,0,4,3,0,2,2010,4,4,214900,0,0,0
966,60,3,65.0,10237,1,2,0,1,1,0,0,14,3,4,4,6,6,5,2005,2007,1,2,11,12,1,0.0,2,3,5,3,3,1,5,0,5,0,783,783,5,4,1,5,783,701,0,1484,0,0,2,1,3,1,2,8,6,1,4,5,2005.0,3,2,393,3,5,2,0,72,0,0,0,0,0,4,3,0,7,2007,8,5,178900,0,0,0
967,50,3,130.0,9600,1,2,1,3,1,0,0,17,4,4,4,2,5,7,1940,1950,1,2,4,5,1,0.0,2,2,1,2,2,1,1,428,5,0,300,728,5,4,1,5,976,332,0,1308,1,0,1,1,2,1,1,7,2,2,3,2,1940.0,1,1,256,3,5,2,0,70,0,0,0,0,0,4,3,0,6,2009,4,4,160000,0,0,0
968,20,3,69.0,7390,1,2,1,1,1,0,0,10,4,4,4,5,5,7,1955,1955,4,2,5,4,2,151.0,1,3,2,2,3,1,4,902,5,0,196,1098,5,2,1,5,1098,0,0,1098,1,0,1,0,3,1,1,6,6,0,1,5,1955.0,1,1,260,3,5,2,0,0,0,0,0,0,0,4,3,0,7,2008,4,4,135000,1,0,0
969,50,1,50.0,5925,1,2,0,1,1,0,0,5,4,4,4,2,3,6,1910,1950,1,2,11,12,1,0.0,1,3,1,2,3,1,5,0,5,0,600,600,1,1,0,5,600,368,0,968,0,0,1,0,2,1,1,6,6,0,1,0,1980.0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,3,0,5,2009,4,1,37900,0,0,1
970,190,3,75.0,10382,1,2,0,1,1,0,0,10,4,4,0,4,6,5,1958,1958,4,2,8,9,2,105.0,1,1,2,2,3,4,4,513,5,0,75,588,5,2,1,5,1095,0,0,1095,1,0,1,0,2,1,1,6,6,0,1,5,1958.0,2,1,264,3,5,2,0,0,0,0,0,0,0,4,3,0,3,2006,1,4,140000,0,0,0
971,50,3,60.0,10800,1,2,0,1,1,0,0,10,4,4,4,2,4,4,1949,1950,1,2,3,1,1,0.0,1,3,2,2,3,1,5,0,5,0,720,720,5,2,0,3,720,472,0,1192,0,0,1,1,4,1,1,6,6,0,1,0,1980.0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,3,0,12,2006,4,1,135000,0,0,1
972,160,3,36.0,2268,1,2,0,1,1,0,0,23,4,4,2,6,7,5,2003,2004,1,2,11,8,4,106.0,2,3,5,3,3,1,6,567,5,0,197,764,5,4,1,5,764,862,0,1626,0,0,2,0,2,1,2,6,6,0,1,6,2003.0,2,2,474,3,5,2,0,27,0,0,0,0,0,4,3,0,7,2009,4,4,173000,0,0,0
973,120,3,55.0,7892,1,2,0,1,1,0,0,12,4,4,3,5,6,5,1979,1979,1,2,9,10,1,0.0,1,3,2,3,3,1,5,0,5,0,918,918,5,2,1,5,918,0,0,918,0,0,2,0,2,1,1,5,6,1,3,5,1979.0,1,1,264,3,5,2,28,0,0,0,0,0,0,4,3,0,4,2010,4,4,99500,0,0,0
974,20,4,95.0,11639,1,2,0,1,1,2,0,19,4,4,4,5,7,5,2007,2008,1,2,12,13,3,0.0,2,3,5,3,3,1,5,0,5,0,1428,1428,5,4,1,5,1428,0,0,1428,0,0,2,0,3,1,2,6,6,0,1,5,2007.0,3,2,480,3,5,2,0,120,0,0,0,0,0,4,3,0,12,2008,8,5,182000,0,1,0
975,70,3,60.0,11414,1,2,1,1,1,2,0,3,3,2,4,6,7,8,1910,1993,1,2,8,9,1,0.0,1,2,1,3,3,1,5,0,5,0,728,728,5,2,0,5,1136,883,0,2019,0,0,1,0,3,1,2,8,6,0,1,2,1997.0,1,2,532,3,5,2,509,135,0,0,0,0,0,3,3,0,10,2009,4,4,167500,0,0,0
976,160,4,69.0,2651,1,2,0,1,1,1,0,19,4,4,2,6,7,5,2000,2000,1,2,4,5,1,0.0,2,3,5,3,3,1,6,641,5,0,32,673,5,4,1,5,673,709,0,1382,1,0,2,1,3,1,2,6,6,0,1,2,2000.0,1,2,490,3,5,2,153,50,0,0,0,0,0,4,3,0,4,2006,4,4,165000,1,0,0
977,30,3,51.0,5900,1,2,1,0,1,0,0,3,4,4,4,5,4,7,1923,1958,1,2,5,4,1,0.0,1,3,5,3,3,1,5,0,5,0,440,440,5,2,1,3,869,0,0,869,0,0,1,0,2,1,0,4,6,0,1,0,1980.0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,3,0,8,2006,4,4,85500,0,0,1
978,120,4,35.0,4274,1,1,1,1,1,0,0,19,4,4,3,5,7,5,2006,2007,1,2,11,12,3,0.0,2,3,5,3,3,1,6,1106,5,0,135,1241,5,4,1,5,1241,0,0,1241,1,0,1,1,1,1,2,4,6,0,1,5,2007.0,3,2,569,3,5,2,0,116,0,0,0,0,0,4,3,0,11,2007,8,5,199900,0,1,0
